id	kind	room	speaker	status	note	ja	en
lock/mizuno_apart.pcfile.body	lock	mizuno_apart		仮		@file:lock_mizuno_apart.pcfile.body	
room/data_room.name	room	data_room		仮		データ管理室	
room/data_room.chapter	room	data_room		仮		3章『黒田恒一』　─ 起 ─	
doc/data_room.minutes.name	doc	data_room		仮		議事録	
doc/data_room.minutes.title	doc	data_room		仮		停止要求の議事録	
doc/data_room.minutes.body	doc	data_room		仮		@file:doc_data_room.minutes.body	
doc/data_room.kmemo.name	doc	data_room		仮		黒田のメモ	
doc/data_room.kmemo.title	doc	data_room		仮		黒田のメモ（一部欠損）	
doc/data_room.kmemo.body	doc	data_room		仮		@file:doc_data_room.kmemo.body	
doc/data_room.scribble.name	doc	data_room		仮		走り書き	
doc/data_room.scribble.title	doc	data_room		仮		キャビネットの走り書き	
doc/data_room.scribble.body	doc	data_room		仮		@file:doc_data_room.scribble.body	
doc/data_room.toy.name	toy	data_room		仮		積み木の家	
doc/data_room.toy.title	toy	data_room		仮		思い出の断片：積み木の家	
doc/data_room.toy.body	toy	data_room		仮		@file:doc_data_room.toy.body	
doc/data_room.toy.hint	toy	data_room		仮		娘の記憶	
echo/argue_kuroda.title	echo	data_room		仮		残響：口論（黒田の記憶）	
echo/argue_kuroda.body	echo	data_room		仮		@file:echo_argue_kuroda.body	
lock/data_room.audit.name	lock	data_room		仮		入退室ログ端末	
lock/data_room.audit.success_title	lock	data_room		仮		照合結果：主任IDの移動記録は本人ではない	
lock/data_room.audit.success_body	lock	data_room		仮		@file:lock_data_room.audit.success_body	
lock/data_room.audit.require	lock	data_room		仮		まだ、必要なものが揃っていない。	
lock/data_room.audit.title	lock	data_room		仮		入退室ログ照合　4/16 〜 4/20	
lock/data_room.audit.body	lock	data_room		仮		記録のうち「あり得ない行」を特定せよ。	
lock/data_room.audit.row.0	lock	data_room		仮		04/16 09:02  黒田  第10研究室 入室	
lock/data_room.audit.row.1	lock	data_room		仮		04/16 13:40  水野  臨床病棟   入室	
lock/data_room.audit.row.2	lock	data_room		仮		04/17 22:15  佐伯  第8研究室  入室	
lock/data_room.audit.row.3	lock	data_room		仮		04/18 08:55  水野  臨床病棟   入室	
lock/data_room.audit.row.4	lock	data_room		仮		04/18 23:41  主任  第12研究室 入室	
lock/data_room.audit.row.5	lock	data_room		仮		04/18 23:58  主任  第12研究室 退室	
lock/data_room.audit.row.6	lock	data_room		仮		04/19 00:12  主任  第12研究室 入室	
lock/data_room.audit.row.7	lock	data_room		仮		04/19 07:30  黒田  データ管理室 入室	
lock/data_room.audit.row.8	lock	data_room		仮		04/19 09:10  佐伯  第8研究室  入室	
lock/data_room.audit.row.9	lock	data_room		仮		04/20 18:05  主任  第1研究室  入室	
room/system_room.name	room	system_room		仮		SYSTEM ROOM	
room/system_room.chapter	room	system_room		仮		3章『黒田恒一』　─ 転 ─	
doc/system_room.devlog.name	doc	system_room		仮		開発記録	
doc/system_room.devlog.title	doc	system_room		仮		開発記録・治療手順	
doc/system_room.devlog.body	doc	system_room		仮		@file:doc_system_room.devlog.body	
doc/system_room.gaplog.name	doc	system_room		仮		照合ログ	
doc/system_room.gaplog.title	doc	system_room		仮		黒田の照合ログ	
doc/system_room.gaplog.body	doc	system_room		仮		@file:doc_system_room.gaplog.body	
doc/system_room.restored.name	doc	system_room		仮		復元ファイル	
doc/system_room.restored.title	doc	system_room		仮		復元された操作記録	
doc/system_room.restored.body	doc	system_room		仮		@file:doc_system_room.restored.body	
doc/system_room.toy.name	toy	system_room		仮		おもちゃのカメラ	
doc/system_room.toy.title	toy	system_room		仮		思い出の断片：おもちゃのカメラ	
doc/system_room.toy.body	toy	system_room		仮		@file:doc_system_room.toy.body	
doc/system_room.toy.hint	toy	system_room		仮		娘の記憶	
room/kuroda_home.name	room	kuroda_home		仮		黒田の自宅	
room/kuroda_home.chapter	room	kuroda_home		仮		3章『黒田恒一』　─ 結 ─	
doc/kuroda_home.drawing.name	doc	kuroda_home		仮		子供の絵	
doc/kuroda_home.drawing.title	doc	kuroda_home		仮		冷蔵庫の絵	
doc/kuroda_home.drawing.body	doc	kuroda_home		仮		@file:doc_kuroda_home.drawing.body	
doc/kuroda_home.rules.name	doc	kuroda_home		仮		個人記録	
doc/kuroda_home.rules.title	doc	kuroda_home		仮		黒田の個人記録	
doc/kuroda_home.rules.body	doc	kuroda_home		仮		@file:doc_kuroda_home.rules.body	
doc/kuroda_home.lastrec.name	doc	kuroda_home		仮		対峙の記録	
doc/kuroda_home.lastrec.title	doc	kuroda_home		仮		最後の対峙の記録（破損）	
doc/kuroda_home.lastrec.body	doc	kuroda_home		仮		@file:doc_kuroda_home.lastrec.body	
doc/kuroda_home.toy.name	toy	kuroda_home		仮		折れた赤いクレヨン	
doc/kuroda_home.toy.title	toy	kuroda_home		仮		思い出の断片：折れた赤いクレヨン	
doc/kuroda_home.toy.body	toy	kuroda_home		仮		@file:doc_kuroda_home.toy.body	
doc/kuroda_home.toy.hint	toy	kuroda_home		仮		娘の記憶	
echo/kuroda_family.title	echo	kuroda_home		仮		残響：食卓（黒田の家族の記憶）	
echo/kuroda_family.body	echo	kuroda_home		仮		@file:echo_kuroda_family.body	
lock/kuroda_home.verdict.name	lock	kuroda_home		仮		黒田の手帳（白紙のページ）	
lock/kuroda_home.verdict.success_title	lock	kuroda_home		仮		判定：どちらも、怒鳴ってはいなかった	
lock/kuroda_home.verdict.success_body	lock	kuroda_home		仮		@file:lock_kuroda_home.verdict.success_body	
lock/kuroda_home.verdict.require	lock	kuroda_home		仮		まだ、必要なものが揃っていない。	
lock/kuroda_home.verdict.title	lock	kuroda_home		仮		黒田の手帳　── 白紙のページ ──	
lock/kuroda_home.verdict.body	lock	kuroda_home		仮		@file:lock_kuroda_home.verdict.body	
lock/kuroda_home.verdict.notenough	lock	kuroda_home		仮		まだ判断できない。あの口論を、両方の側から見ていない。	
lock/kuroda_home.verdict.option.0	lock	kuroda_home		仮		佐伯	
lock/kuroda_home.verdict.option.1	lock	kuroda_home		仮		黒田	
lock/kuroda_home.verdict.option.2	lock	kuroda_home		仮		どちらでもない──記憶は主観で歪む	
room/core_main.name	room	core_main		仮		MAIN CORE ROOM	
room/core_main.chapter	room	core_main		仮		終章『RENASCITA』	
doc/core_main.message.name	doc	core_main		仮		操作端末	
doc/core_main.message.title	doc	core_main		仮		主任のメッセージ	
doc/core_main.message.body	doc	core_main		仮		@file:doc_core_main.message.body	
doc/core_main.toy.name	toy	core_main		仮		小さな靴（片方）	
doc/core_main.toy.title	toy	core_main		仮		思い出の断片：小さな靴（片方）	
doc/core_main.toy.body	toy	core_main		仮		@file:doc_core_main.toy.body	
doc/core_main.toy.hint	toy	core_main		仮		娘の記憶	
room/son_room.name	room	son_room		仮		息子の部屋	
room/son_room.chapter	room	son_room		仮		終章　─ 誰の記憶でもない部屋 ─	
doc/son_room.plan.name	doc	son_room		仮		古いファイル	
doc/son_room.plan.title	doc	son_room		仮		書きかけの治療計画書	
doc/son_room.plan.body	doc	son_room		仮		@file:doc_son_room.plan.body	
ui/pickup	ui			仮		『{0}』を手に入れた{1}	
ui/filed	ui			仮		『{0}』を手帳に綴じた	
ui/echo_seen	ui			仮		残響を見た──『{0}』を手帳に記録した	
ui/need_notebook	ui			仮		書き留めるものがない……手帳を探そう	
ui/prompt.doc	ui			仮		[E] {0}を調べる	
ui/prompt.doc_done	ui			仮		[E] {0}（記録済み）	
ui/prompt.no_notebook	ui			仮		{0}（書き留めるものがない）	
ui/prompt.lock	ui			仮		[E] {0}を操作する	
ui/prompt.lock_done	ui			仮		[E] {0}（解決済み）	
ui/lock_done	ui			仮		{0}（解決済み）	
ui/lock_solved	ui			仮		{0}を解いた	
ui/wrong	ui			仮		違うようだ。	
ui/wrong.flagged	ui			仮		　──手帳に付箋を立てた。関係のある記録があるはずだ	
ui/wrong.reread	ui			仮		　──手帳の付箋を読み直そう	
ui/wrong.unread	ui			仮		　──まだ読んでいない資料があるのかもしれない	
ui/step_of	ui			仮		@file:ui_step_of	
